ticker,valuation_date,maturity_years,maturity_days,strike,moneyness,spot_price,call_price,implied_vol,heston_v0,heston_kappa,heston_theta,heston_sigma,heston_rho,risk_free_rate
DIS,2025-04-01,0.25,91,77.0,0.7,110.0,33.956655130541876,0.19389619063974178,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,88.0,0.8,110.0,23.106251366170213,0.18146980150307299,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,93.5,0.85,110.0,17.73906728010276,0.1760244029167597,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,99.0,0.9,110.0,12.570443416821448,0.17100262508451794,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,104.5,0.95,110.0,7.926286733640538,0.16635272602446968,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,110.0,1.0,110.0,4.257376861739985,0.16203152293359635,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,115.5,1.05,110.0,1.8631773278647614,0.1580026357084443,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,121.00000000000001,1.1,110.0,0.6384666697540649,0.15423515484634193,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,126.49999999999999,1.15,110.0,0.16586656714050907,0.150702617055243,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,132.0,1.2,110.0,0.03647066553701794,0.15,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,143.0,1.3,110.0,0.0010543137037002728,0.15,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,77.0,0.7,110.0,34.91594308476583,0.2016756737714074,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,88.0,0.8,110.0,24.34384843370171,0.19119221718921448,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,93.5,0.85,110.0,19.270200958381054,0.18659823586249952,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,99.0,0.9,110.0,14.527207486838648,0.18236163991409368,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,104.5,0.95,110.0,10.31411751586002,0.17843877749835385,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,110.0,1.0,110.0,6.820493621347161,0.17479321767499936,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,115.5,1.05,110.0,4.158193072792784,0.17139426856477089,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,121.00000000000001,1.1,110.0,2.316933299882578,0.16821585353143315,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,126.49999999999999,1.15,110.0,1.171692985929397,0.16523564696051055,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,132.0,1.2,110.0,0.5349735952115875,0.16243440127497608,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,143.0,1.3,110.0,0.0809934778896979,0.157304120226599,0.02,1.5,0.04,0.2,-0.5,0.05
